"w-full src","ellipsis-2","text-caption","text-body2-strong","flex","w-full src 2","ellipsis-2 2","flex href 4","text-caption 2","text-body2-strong 2","flex href 5","flex 2","w-full src 3","ellipsis-2 3","text-caption 3","text-body2-strong 3","flex 3","w-full src 4","ellipsis-2 4","flex href 9","text-caption 4","text-body2-strong 4","flex href 10","flex 4","w-full src 5","ellipsis-2 5","text-caption 5","text-body2-strong 5","flex href 12","flex 5","flex href 13","flex href 14","flex href 15","text-caption 6","w-full src 6","flex href 16","text-body2-strong 6","text-neutral-300","text-body2-strong 7","text-neutral-300 2"
"https://dkstatics-public.digikala.com/digikala-products/f6b98fc9e0c66f9c2af0804a02997ab6e17b9963_1729669130.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","کاور مهره برف پاک کن خودرو مناسب برای تیبا، تیبا 2، کوییک، ساینا، شاهین و اطلس بسته 2 عددی بدون نیاز به چسب و نصب آسان با فشار دست","موجود در انبار دیجی کالا","۴.۲","۹۱,۶۲۰","https://dkstatics-public.digikala.com/digikala-products/29be6885ea960fbb1195af1905a28bce775365a9_1607518000.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","بوق خودرو مدل 1011 دو عددی 12 ولت با صدای قوی و نصب آسان","[object Object]","موجود در انبار دیجی کالا","۴.۳","[object Object]","۳,۸۸۱,۳۹۰","https://dkstatics-public.digikala.com/digikala-products/282338961af566bde90ffb2307c2dfdee4fb3007_1706709958.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","اسپری پولیش و براق کننده داشبورد خودرو کاسپین مدل کوهستان جدید حجم 300 میلی‌لیتر با قابلیت تمیزکنندگی و محافظت طولانی‌مدت","","۴.۴","۳۰۳,۰۳۰","https://dkstatics-public.digikala.com/digikala-products/e8bfb443a3cd88298f5ea69760a3c3158694c637_1778060814.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","برچسب ژله‌ای دستگیره داخلی خودرو مدل PH-j67 مناسب پژو 206 و 207 بسته 4 عددی، کریستال برجسته سه بعدی، ضدخش، مقاوم در برابر آب، نور خورشید و دما، نصب آسان با چسب بیرنگ","[object Object]","ارسال سریع دیجی‌کالا","۴.۱","[object Object]","۱۸۰,۵۰۰","https://dkstatics-public.digikala.com/digikala-products/112968064.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","نخ پنچری تیوبلس لاستیک خودرو مدل US10 بسته 10 عددی با طول هر نخ 19.5 سانتی متر مناسب برای تمام خودروها","ارسال ۳ ساعته فروشنده","۴.۲","[object Object]","۱۳۲,۰۰۰","[object Object]","","[object Object]","ارسال سریع دیجی‌کالا","https://www.digikala.com/statics/img/svg/productCard/topBadge/SpecialSell.svg","","۵٪","۱۹۰,۰۰۰","",""
"","فیوز خودرو لی‌تل‌فیوز مدل وکیوم بسته 11 عددی مناسب برای خودروهای پژو 405، پژو پارس، سمند، پراید، تیبا و وانت شامل فیوزهای 10، 15، 20، 25، 30 و 40 آمپر به همراه فیوز کش","ارسال سریع دیجی‌کالا","۴","۱۰۸,۰۰۰","","روکش پدال خودرو مدل Prd-03 مناسب انواع پراید و سایپا پراید 151 بسته 3 عددی با جنس پلاستیکی مقاوم، نصب آسان، افزایش عمر پدال و بهبود کنترل رانندگی","[object Object]","موجود در انبار دیجی کالا","۳.۹","[object Object]","۶۲,۰۰۰","","جا لیوانی فلزی خودرو مدل G4 با 4 محفظه، مناسب داشبورد پژو 206، پژو پارس، پژو 405، سمند LX و پراید داشبورد قدیم، طراحی جدید با نصب آسان و رنگ کوره‌ای مقاوم","تنها ۳ عدد در انبار باقی مانده","۳.۹","۲۲۰,۸۰۰","","قاب رو آینه خودرو مدل خفاشی مناسب برای پژو پارس بسته 2 عددی با نصب آسان و محافظت از آینه در برابر ضربه و خط و خش","","","۴","[object Object]","۵۹۶,۳۱۰","","صندوق باربند خودرو تایپر مدل 350 LS با ظرفیت 350 لیتر، جنس پلاستیک ABS رنگی، طراحی ایرو دینامیک، باز شدن درب از کنار و قفل ضد سرقت، مناسب برای تمامی خودروها و حمل چوب اسکی","ارسال ۳ ساعته فروشنده","۳.۷","[object Object]","۲۹,۷۰۰,۰۰۰","[object Object]","","","","","","۱۰٪","۱۲۰,۰۰۰","",""
"","برچسب خودرو ژله ای مدل ROCK STAR سایز 5x5 سانتی‌متر نصب آسان با چسب قوی و مقاوم در برابر گرد و غبار","ارسال سریع دیجی‌کالا","۴.۶","۹۵,۰۰۰","","ماکت چراغ شور خودرو پژو 206 مدل آرسی سایز بزرگ چسبی بدون نیاز به سوراخ کاری از مواد محکم و بادوام مناسب پژو 206 هاچ بک و صندوقدار","[object Object]","موجود در انبار دیجی کالا","۳.۳","[object Object]","۱۴۲,۰۰۰","","نظم دهنده صندوق عقب خودرو ویتابگ مدل چرمی واید با 5 محفظه و طول 80 سانتی‌متر، رویه چرم مصنوعی درجه یک، نصب آسان با زیپ چسب، قابلیت نگهداری ایمن بطری‌ها و لوازم متنوع، مناسب تمام خودروها و خودروهای برقی","تنها ۳ عدد در انبار باقی مانده","۴.۴","۳۶۹,۰۰۰","","هواکش کامل موتور خودروهای پژو 206، 207، 405 و رانا توان قطعه ابتکار مدل بهینه با فیلتر هوا، نصب سریع بدون نیاز به باز شدن باکس، جنس پلی آمید مقاوم در برابر ترک و شکستگی و استفاده صد درصدی از سطح فیلتر هوا","[object Object]","موجود در انبار دیجی کالا","۴.۲","[object Object]","۱,۵۴۵,۰۰۰","","آنتن خودرو معمولی مدل dan405 مناسب برای پراید، پژو 405، پژو 206، تیبا، ساینا، تیبا 2، آر دی و پژو 207 با طول 20 سانتیمتر و نصب آسان","","۳.۸","[object Object]","۴۵,۰۰۰","[object Object]","","[object Object]","موجود در انبار دیجی کالا","","","۱۶٪","۴۴۰,۰۰۰","",""
"","سر اگزوز مدل J.S با ابعاد 50x50x150 میلی‌متر و وزن 350 گرم مناسب نصب روی اگزوز خودرو، ساخت ایران","موجود در انبار دیجی کالا","۴.۶","۵۸۸,۰۰۰","","تخت تاشو سفری نادیاهوم مدل یونیورسال با عرض قابل تنظیم 65.5 و 75 سانتی‌متر، جنس چرم مصنوعی و MDF 8 میل، طراحی ارگونومیک برای ستون فقرات، تحمل وزن بالا، قابلیت شست‌وشو و حمل آسان با دسته و کاور محافظ","[object Object]","موجود در انبار دیجی کالا","۴.۵","[object Object]","۴,۸۹۰,۰۰۰","","واکس داشبورد خودرو رستاک مدل 02 حجم 150 میلی‌لیتر براق کننده، تمیزکننده و محافظت‌کننده مناسب برای داشبورد و قسمت‌های پلاستیکی و چرمی خودرو","ارسال فروشنده","۴.۴","۲۱۵,۰۰۰","","شامپو شست‌وشوی خودرو وست واش مدل فوم رنگی نانو حجم 1000 میلی لیتر","[object Object]","موجود در انبار دیجی کالا","۴.۴","[object Object]","۲۸۰,۰۰۰","","پد محافظ ژله ای کلید تنظیم کولر پژو پارس و 405 بسته 11 عددی مقاوم در برابر نور خورشید، آب و دما با نصب آسان و جلوگیری از خراشیدگی و ساییدگی","","۴.۱","[object Object]","۱۸۰,۰۰۰","[object Object]","","[object Object]","موجود در انبار دیجی کالا","","[object Object]","۱۱٪","۵,۵۰۰,۰۰۰","۴۷٪","۵۲۵,۰۰۰"
"","کابل تقویت اتصال بدنه باتری خودرو مدل Two Line2 با خلوص مس 98% و نمره 10، مناسب پژو 405، پژو پارس و سمند، افزایش کارایی استارت و رفع نوسانات برقی و دمای کاذب موتور","موجود در انبار دیجی کالا","۴","۳۸۹,۰۰۰","","آینه نقطه کور خودرو مقعر قطر 5 سانتیمتر مدل SLV بسته 2 عددی مناسب برای تمام خودروها","[object Object]","موجود در انبار دیجی کالا","۳.۸","[object Object]","۹۴,۱۷۰","","آویز تزئینی خودرو مدل دریم کچر - BLK","","۳.۳","۱۷۷,۰۰۰","","مجموعه 2 عددی کنسول وسط خودرو طرح کربن مناسب دنا و دنا پلاس، با محفظه نگهداری لیوان و وسایل، جنس پلاستیک مقاوم، طراحی شبکه‌ای، قابلیت عبور کابل شارژ و نصب در هر دو طرف خودرو","[object Object]","ارسال فروشنده","۴.۲","[object Object]","۲۸۹,۹۰۰","","ردیاب خودرو مدل GT02A","ارسال ۳ ساعته فروشنده","۲.۱","[object Object]","۳,۳۳۷,۹۰۰","[object Object]","[object Object]","","","","","۵۰٪","۳۵۴,۰۰۰","۱۷٪","۴,۰۳۷,۹۰۰"
"","تسمه بکسل خودرو مدل HJ-RE طول 3 متر مناسب خودروهای سواری با 2 قلاب فلزی و تحمل وزن 1 تا 4 تن","ارسال سریع دیجی‌کالا","۴","۲۵۸,۰۰۰","","عایق گلگیر صندوق خودرو پراید مدل نمدی جفتی با ابعاد 80x55x25 سانتی‌متر مناسب سایپا پراید 131، 132، X100، صبا، کیا و نسیم با پانچ برای نصب خار و جنس پرس شده","[object Object]","ارسال فروشنده","۴","[object Object]","۱,۵۳۵,۰۰۰","","خار موکت خودرو چیکال مدل P-955 بسته 10 عددی مقاوم در برابر ضربه و ضد آب مناسب برای پراید، پژو 405، پژو پارس و کوییک","","۳.۸","۷۴,۵۱۰","","جک خودرو مدل 31504 ظرفیت 2 تن با آسان بازشو و دسته متصل به بدنه مناسب برای خودروهای ایران‌خودرو و پژو 206","[object Object]","ارسال سریع دیجی‌کالا","۳.۹","[object Object]","۱,۰۹۹,۰۰۰","","تشک سفری خودرو مدل MOUFLON_G1 با طراحی ارگونومیک و رویه پارچه مخمل، ساختار 4 تکه تخته ضخیم، لایه فوم 2 سانتی‌متری، قابلیت نصب آسان با تسمه و قفل فلزی، مناسب برای ایجاد سطح تخت، نشیمن نرم و قابل شست‌وشو","ارسال ۳ ساعته فروشنده","۴.۳","[object Object]","۳,۷۳۴,۵۰۰","[object Object]","","[object Object]","موجود در انبار دیجی کالا","","","۱۴٪","۳۰۰,۰۰۰","۴٪","۱,۱۵۰,۰۰۰"
"https://dkstatics-public.digikala.com/digikala-products/fb36465b4431e14fc7cd0f6fb888f0e77389b21a_1642514857.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","فیوز خودرو لی‌تل‌فیوز مدل وکیوم بسته 11 عددی مناسب برای خودروهای پژو 405، پژو پارس، سمند، پراید، تیبا و وانت شامل فیوزهای 10، 15، 20، 25، 30 و 40 آمپر به همراه فیوز کش","ارسال سریع دیجی‌کالا","۴","۱۰۸,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/0b4de9cbcf55e2c1a87edd6716ad061b75e567f4_1701036425.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","روکش پدال خودرو مدل Prd-03 مناسب انواع پراید و سایپا پراید 151 بسته 3 عددی با جنس پلاستیکی مقاوم، نصب آسان، افزایش عمر پدال و بهبود کنترل رانندگی","[object Object]","موجود در انبار دیجی کالا","۳.۹","[object Object]","۶۲,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/504acea7654e19a0cec012917883e7fed552121b_1745222657.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","جا لیوانی فلزی خودرو مدل G4 با 4 محفظه، مناسب داشبورد پژو 206، پژو پارس، پژو 405، سمند LX و پراید داشبورد قدیم، طراحی جدید با نصب آسان و رنگ کوره‌ای مقاوم","تنها ۳ عدد در انبار باقی مانده","۳.۹","۲۲۰,۸۰۰","https://dkstatics-public.digikala.com/digikala-products/23f9d771c337f7153a7e72f4fd88f116f0b40153_1653831344.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","قاب رو آینه خودرو مدل خفاشی مناسب برای پژو پارس بسته 2 عددی با نصب آسان و محافظت از آینه در برابر ضربه و خط و خش","","","۴","[object Object]","۵۹۶,۳۱۰","https://dkstatics-public.digikala.com/digikala-products/111394278.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","صندوق باربند خودرو تایپر مدل 350 LS با ظرفیت 350 لیتر، جنس پلاستیک ABS رنگی، طراحی ایرو دینامیک، باز شدن درب از کنار و قفل ضد سرقت، مناسب برای تمامی خودروها و حمل چوب اسکی","ارسال ۳ ساعته فروشنده","۳.۷","[object Object]","۲۹,۷۰۰,۰۰۰","[object Object]","","","","https://www.digikala.com/statics/img/svg/productCard/topBadge/SpecialSell.svg","","۱۰٪","۱۲۰,۰۰۰","",""
"https://dkstatics-public.digikala.com/digikala-products/f156ff7adf6e0088666001ddcd0c015bc7c81aaf_1698869730.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","برچسب خودرو ژله ای مدل ROCK STAR سایز 5x5 سانتی‌متر نصب آسان با چسب قوی و مقاوم در برابر گرد و غبار","ارسال سریع دیجی‌کالا","۴.۶","۹۵,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/4312528.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","ماکت چراغ شور خودرو پژو 206 مدل آرسی سایز بزرگ چسبی بدون نیاز به سوراخ کاری از مواد محکم و بادوام مناسب پژو 206 هاچ بک و صندوقدار","[object Object]","موجود در انبار دیجی کالا","۳.۳","[object Object]","۱۴۲,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/b55054779794e58fee7c36a2834b69fde00e7983_1740486355.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","نظم دهنده صندوق عقب خودرو ویتابگ مدل چرمی واید با 5 محفظه و طول 80 سانتی‌متر، رویه چرم مصنوعی درجه یک، نصب آسان با زیپ چسب، قابلیت نگهداری ایمن بطری‌ها و لوازم متنوع، مناسب تمام خودروها و خودروهای برقی","تنها ۳ عدد در انبار باقی مانده","۴.۴","۳۶۹,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/02e541681aba41c30c2a6d188f5b342f8b2e8c87_1649866521.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","هواکش کامل موتور خودروهای پژو 206، 207، 405 و رانا توان قطعه ابتکار مدل بهینه با فیلتر هوا، نصب سریع بدون نیاز به باز شدن باکس، جنس پلی آمید مقاوم در برابر ترک و شکستگی و استفاده صد درصدی از سطح فیلتر هوا","[object Object]","موجود در انبار دیجی کالا","۴.۲","[object Object]","۱,۵۴۵,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/113987946.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","آنتن خودرو معمولی مدل dan405 مناسب برای پراید، پژو 405، پژو 206، تیبا، ساینا، تیبا 2، آر دی و پژو 207 با طول 20 سانتیمتر و نصب آسان","","۳.۸","[object Object]","۴۵,۰۰۰","[object Object]","","[object Object]","موجود در انبار دیجی کالا","https://www.digikala.com/statics/img/svg/productCard/topBadge/SpecialSell.svg","","۱۶٪","۴۴۰,۰۰۰","",""
"","نگهدارنده عینک خودرو مدل CJ 2021 گیره نصب روی آفتابگیر، جنس پلاستیک کربن، ابعاد 2.75x1.5x1.14 سانتی‌متر، محفظه تک‌عددی، مناسب نظم‌دهی داخل اتاق خودرو","موجود در انبار دیجی کالا","۳.۷","۹۴,۰۰۰","","سردنده دستی اسپرت مدل 2008-ST مناسب برای پراید، تیبا، ساینا و کوییک، ساخته شده از پلاستیک ضد سایش با روکش آبکاری کروم استیل و رویه چرم مصنوعی دلتا با کیفیت بالا","[object Object]","ارسال سریع دیجی‌کالا","۴.۳","[object Object]","۳۲۵,۰۰۰","","خار هواکش اتاق خودرو کد cd مناسب پژو 405 بسته 4 عددی","تنها ۲ عدد در انبار باقی مانده","۴.۲","۶۰,۶۰۰","","برچسب بدنه خودرو قابل شستشو و نصب روی بدنه و شیشه مدل 151","[object Object]","موجود در انبار دیجی کالا","۳.۷","[object Object]","۸۰,۰۰۰","","دستگاه تستر فیوز و سیم کشی خودرو و موتور سیکلت مدل YS-04 با هشدار صوتی، ال ای دی قرمز و سبز، نوک تیز و ضد زنگ، بدنه محکم و سیم 1.5 متر برای عیب‌یابی دقیق و کاربرد صنعتی و خانگی","","۴.۴","[object Object]","۶۲۳,۴۵۰","[object Object]","[object Object]","[object Object]","موجود در انبار دیجی کالا","","","","","",""
"","روکش فرمان مخملی با قطر 60 سانتی‌متر مدل sp-22 مناسب محافظت از فرمان خودرو و جلوگیری از فرسایش و پوسته پوسته شدن دست راننده","موجود در انبار دیجی کالا","۴.۳","۲۵۵,۷۱۰","","کناره گیر صندلی خودرو مدل PG-011 بسته 2 عددی از جنس لاستیک و پلاستیک با قابلیت نصب آسان در کنار صندلی جلو چپ و راست و دارای محل نگهداری گوشی و جاکلیدی","[object Object]","موجود در انبار دیجی کالا","۳.۱","[object Object]","۳۸۰,۰۰۰","","واکس داشبورد و قطعات داخلی خودرو غفاری مدل GT3 حجم 120 میلی‌لیتر براق کننده، محافظت‌کننده در برابر نور خورشید و گردوغبار، مناسب لاستیک، پلاستیک، چرمی و فلزی","تنها ۱ عدد در انبار باقی مانده","۴.۳","۳۳۶,۴۲۰","","یخچال فریزر خودرو ایستکول مدل TM-4040-DC با ظرفیت 40 لیتر، قابلیت اتصال به فندکی و باتری خودرو، سیستم کنترل دما، لامپ داخلی، قفل امنیتی و سبد فلزی همراه با آدابتور 12 ولت و کابل اتصال مستقیم","[object Object]","ارسال سریع دیجی‌کالا","۴.۴","[object Object]","۵۹,۴۵۷,۰۰۰","","جاسوئیچی موتورسیکلت مدل Helmet Flame طرح کلاه کاسکت","","۳","[object Object]","۲۸۴,۰۰۰","[object Object]","[object Object]","[object Object]","موجود در انبار دیجی کالا","","","۱۵٪","۷۰,۳۵۰,۰۰۰","۲۹٪","۴۰۰,۰۰۰"
"","عایق درب خودرو فومی مدل ls_16 مناسب پراید و سایپا شامل 4 عدد، ضخامت 2 میل، پشت چسب‌دار با چسب قوی نخ‌دار، عایق صوتی و حرارتی مقاوم و قابل شست‌وشو","موجود در انبار دیجی کالا","۳.۷","۳۹۴,۶۳۰","","گل پخش کن نرم مناسب خودرو ساینا مجموعه 4 عددی مدل AR با قابلیت نصب آسان و استفاده برای چرخ‌های جلو و عقب","[object Object]","موجود در انبار دیجی کالا","۳.۶","[object Object]","۴۹۰,۰۰۰","","کارواش خانگی فورد مدل FPWE F2.1 با موتور 1500 وات، فشار آب 120 بار، مکش خودکار آب، سیستم اتو استاپ، طول شلنگ 5 متر و قابلیت استفاده از آب گرم تا 40 درجه سانتی‌گراد","تنها ۱ عدد در انبار باقی مانده","۴.۳","۲۳,۵۰۰,۰۰۰","","کاور ریموت فلزی خودرو مدل Premium مناسب پراید و تیبا و ساینا و کوییک، جنس زینک با پوشش داخلی سیلیکونی، مقاوم در برابر ضربه و فشار، دارای قلاب فلزی محکم و محافظت کامل در برابر گرد و غبار و آب","[object Object]","ارسال فروشنده","۳.۹","[object Object]","۵۷۰,۰۰۰","","بست نگهدارنده باتری خودرو پراید چیکال مدل Q-12 با اتصال تقویت شده برای کاهش فشار و جلوگیری از شکستن سینی زیر باتری مناسب پراید 111، 131، 132، 141، 151 وانت، X100، صبا و نسیم","","۳.۹","[object Object]","۲۴۷,۴۲۰","[object Object]","","[object Object]","ارسال سریع دیجی‌کالا","","","۳۳٪","۵۸۹,۰۰۰","۵۳٪","۵۰,۰۰۰,۰۰۰"
"https://dkstatics-public.digikala.com/digikala-products/f996ef5f86ddf868d4f334604b182da4091f35d2_1761727786.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","کاور ریموت فلزی ام آر جی مدل A1112 طرح فلز گرادیانی مناسب پراید با بند چرمی و قلاب فلزی، مقاوم در برابر ضربه و خط و خش، نصب آسان و طراحی لوکس و اسپرت","ارسال سریع دیجی‌کالا","۳","۴۸۹,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/5542003.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","جا عینکی خودرو مدل GH01 با جنس پلاستیک ABS مقاوم، دو محفظه نگهداری، قابلیت نصب و تنظیم زاویه آسان، طراحی مدرن برای نگهداری ایمن و دسترسی راحت به عینک داخل اتاق خودرو","[object Object]","ارسال فروشنده","۳.۹","[object Object]","۲۵,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/1bd3d5399f4136e26eb54c4a02700302fed0e44a_1643139025.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","اسفنج خشگیر خودروی نانو بسته 2 عددی ساخت آلمان بدون نیاز به مواد شیمیایی برای از بین بردن خط و خش سطحی، لکه‌های چرب و آلودگی‌های سخت روی بدنه، قسمت‌های فلزی، پلاستیکی، چرمی و شیشه خودرو","","۴","۱۴۴,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/b9f58e6233b691137963c3e64df0c0f3e7fa7dbd_1737021616.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","کفپوش سه بعدی صندوق عقب خودرو پانیذ مدل MH مناسب سمند سورن پلاس با جنس پلی اورتان و پشت نمد، مقاوم در برابر تغییر شکل و پوسیدگی، فیت کامل صندوق، ضد لغزش، قابل شست‌وشو و سهولت در نظافت","[object Object]","ارسال سریع دیجی‌کالا","۴.۲","[object Object]","۷۹۲,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/e667ae13a5f006e5b76700ebc282cfbaca6c4e21_1665283787.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","سطل زباله ماشین مدل ریمپ از جنس چرم مصنوعی با ابعاد 12x6x22 سانتی‌متر، سبک، مقاوم و کم‌حجم مناسب برای داخل اتاق خودرو و قابلیت نگهداری زباله به‌صورت منظم و بهداشتی","ارسال ۳ ساعته فروشنده","۴.۳","[object Object]","۳۰۰,۰۰۰","[object Object]","[object Object]","","","https://www.digikala.com/statics/img/svg/productCard/topBadge/SpecialSell.svg","","۴۰٪","۴۲,۰۰۰","۲۸٪","۱,۱۰۰,۰۰۰"
"https://dkstatics-public.digikala.com/digikala-products/93ab835a45a190ecb964e6fc7f029602c1b3d8ff_1688044876.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","استیکر خودرو پویا مارکت طرح مانستر کد 365","ارسال فروشنده","۴.۳","۹۵,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/1e13474d486ecc52f158ab811d2c741c50a2b757_1622049310.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","دستمال نظافت خودرو میکروفایبر کد 536 با ابعاد 40 × 30 سانتی‌متر، جذب بالا، نرمی و مقاومت مناسب برای تمیز کردن بدنه، شیشه و گلگیر خودرو بدون ایجاد خط و خش","[object Object]","موجود در انبار دیجی کالا","۴.۲","[object Object]","۱۳۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/b757fdca8243642100a5093426d215f9fcc10d3e_1615034392.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","لامپ ال ای دی خودرو الایت مدل ELIGHT7 با نور آبی، مناسب برای تمام خودروها، ساخت تایوان و بسته‌بندی وکیوم، مجموعه 2 عددی","","۴","۶۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/8420d9b6df12ee36d67922d1b271cd47ac333efd_1715510965.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","کمربند نظم‌دهنده صندوق عقب خودرو اسپورت مدل چسبی کش‌دار با 4 محفظه، نصب آسان و سبک، بسته 2 عددی برای صرفه‌جویی در فضا و سازماندهی وسایل داخل خودرو","[object Object]","موجود در انبار دیجی کالا","۴.۲","[object Object]","۱۴۰,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/9ed46c871873e5bf238a5dfe70db23e7812230ad_1769676065.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","آویز تزئینی خودرو مدل سوریکاوا نئون چراغ‌دار طرح قلب پلاستیکی مناسب آینه، دستگیره، شیشه و داشبورد با زنجیر 12 سانتی‌متر و ابعاد 10 در 12 سانتی‌متر","ارسال ۳ ساعته فروشنده","۳.۶","[object Object]","۲۵۰,۰۰۰","[object Object]","[object Object]","[object Object]","موجود در انبار دیجی کالا","","","","","",""
"https://dkstatics-public.digikala.com/digikala-products/199946d2dfaa1e2ea48b010e8ea851c13f12ae4f_1767116993.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","چادر خودرو متوسط مدل ضدآب پشت نقره شمعی مناسب پراید، سایپا پراید 131، پراید 132، ساینا و تیبا با مقاومت در برابر آب، خط‌وخش، گردوغبار و نور خورشید و وزن سبک همراه کیف حمل","موجود در انبار دیجی کالا","۳.۸","۵۳۵,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/550dcadec8466c32bd90d53add4a648c8a09d84a_1770924236.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","لکه بر و خشگیر بدنه خودرو روین مدل RV-1 حجم 100 میلی‌لیتر با فرمولاسیون پیشرفته، پاک‌کننده قیر، دوده و لکه‌های روغنی، محوکننده خط و خش سطحی، براق‌کننده و محافظت‌کننده بدنه و قطعات فلزی خودرو","[object Object]","موجود در انبار دیجی کالا","۳.۶","[object Object]","۲۰۴,۷۳۰","https://dkstatics-public.digikala.com/digikala-products/31df710de0801dbfa5e846c20ed7e6b3ff182709_1713861475.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","تستر فیوز خودرو مدل 65384 بسته 13 عددی شامل پیچ گوشتی تستر، سیم تست سوسماری و فیوزهای 3، 5، 7.5، 10، 15، 20، 25 و 30 آمپر مناسب برای پژو 206، پژو 405 و پژو پارس","موجود در انبار دیجی کالا","۴","۱۴۲,۰۰۰","https://dkstatics-public.digikala.com/digikala-products/f6f3f71ffa221b4155adcdb12afcd504d4542191_1781212968.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","برچسب خودرو مدل فان بسته 7 عددی","[object Object]","موجود در انبار دیجی کالا","۴.۷","[object Object]","۴۹۹,۳۴۰","https://dkstatics-public.digikala.com/digikala-products/e433798f9ad4748d0f78a9aa0b51dfb4ab73a0f0_1762510323.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90","قاب کامل پلاستیکی برف پاک کن خودرو کالانیکس مدل GHB-PRIDEESTIL-100227 مناسب برای پراید با نصب روی ستون جلو سمت راست و چپ، مجموعه 6 عددی","","۳.۶","[object Object]","ناموجود","","","[object Object]","موجود در انبار دیجی کالا","https://www.digikala.com/statics/img/svg/productCard/topBadge/SpecialSell.svg","[object Object]","۲۴٪","۱۸۸,۰۰۰","",""
